Sample_ID,Q,A,Date_Measured,Time_HHMMSS,Time_s,Curve_Type,Campaign,State,Site,Species,Tree_Rep,Plot,Leaf_Type,Sample_Height_m,Tree_DBH_cm,A_fs,Alpha,Ca,CF_CO2_a,CF_H2O_a,Ci,CO2_pct,CO2_a,CO2_Adj,CO2_at,CO2_cv,CO2_Match,CO2_r,CO2_r_sp,CO2_s,CO2_t,Convert,Corr_Fact,Corr_Fact_pct,dF_dt,dF_dc_dt,DIAG,E,EB_Sum,Elapsed,Emm,F,F_avg,F_blue,F_dc,F_dc_avg,F_red,Fan,Fan_Speed,Flow,Flow_r,Flow_s,GBW,GSW,GTC,GTW,H2O_a,H2O_adj,H2O_at,H2O_cv,H2O_Elapsed,H2O_Match,H2O_r,H2O_s,H2O_t,Lat_H_Flux,Leak,Leak_pct,Match_CO2,Match_H2O,Net_Therm,Obs,Pa,Pc,Pca,Pci,Phi_CO2,Q_blue,Q_red,Q_abs,Q_abs_fs,Q_amb_out,Q_in,R_abs,RH_cham,Sen_H_Flux,SS_r,SS_s,SVP_Cham,SVP_Leaf,T_Air,T_Chopper,T_Digital,T_Drive,T_IRGA,T_Leaf,T_Leaf_Cnd,T_Leaf_EB,T_LED,T_Preamp,T_Pwr_Spy,T_r,T_s,TSPF,T_xchg,T_xchg_sp,VP_Cham,VPD_Leaf,Delta-P_Cham,Original_File_Name
HF_HFPR_08-06-2021_ACRU_1_17.9,1499.93,8.742426885,8/6/2021,11:42:56,1618587777,LRC,HF_2021,MA,HF,ACRU,1,HFPR,Broadleaf,17.92224,45.3,8.742426885,0.840810038,394.1284898,1.02305,-0.021867,151.8674552,29.8504,393.1055,-0.049,400,0.03,1.023,400.017,400,394.1285,1618586844,0.161163373,1.000331836,0.033183568,0.200653837,9.346153815,18,0.00272787,135.8850173,38.25,2.727870196,2.3475,2.410426,0.02700035,13847.1,13846.932,0.9729995,51255.82385,9995.61,1000.05,787.2475,1076.79,2.232841498,0.063509266,0.039163877,0.062522379,2.888855,-0.001,1,0.02,16.05,-0.022,1.23558,2.866985,1618586850,-120.2990757,8.5,1,1.023,-0.0219,1.318867884,1,98.24985,12880.55,38.76241642,14.93611914,0.006932076,40.5,1459.43,1261.1562,1261.1562,1.0632,1499.93,241.733778,6.269692803,13.131447,99.8929,99.80425,4.497176913,4.469269421,30.94465,30.00015,43.4685,41.781,28.134,30.8356,30.8356,31.86132955,41.5935,42.781,42.281,27.8489,27.89225,1618505452,29.24245,-9999,0.281967139,4.187302282,0.09984435,2021-08-06-_HF-ACRU1
HF_HFPR_08-06-2021_ACRU_1_17.9,1999.78,8.451888284,8/6/2021,11:43:33,1618587813,LRC,HF_2021,MA,HF,ACRU,1,HFPR,Broadleaf,17.92224,45.3,8.451888284,0.840599766,394.2529901,1.02305,-0.021867,152.0491209,29.8502,393.23,-0.049,400,0.03,1.023,399.973,400,394.253,1618586844,0.160757548,1.000273731,0.027373101,-0.076728194,-185.0222223,18,0.002748333,145.6862532,36.5,2.748333413,2.614,2.360265385,0.0199942,19290,19313.27308,0.980006,51159.09954,9978.75,999.977,787.389,1078.07,2.230317883,0.061590169,0.037995258,0.060660662,2.90034,-0.001,1,0.02,16.1,-0.022,1.23463,2.87847,1618586850,-121.2015035,7,1,1.023,-0.0219,-5.004627115,2,98.2526,17207.2,38.77576728,14.95441119,0.005027849,39.98,1959.8,1681.0146,1681.0146,1.0632,1999.78,321.47973,6.262661145,-49.58734621,99.8914,99.8042,4.52051795,4.627880077,31.0355,30.0001,43.437,41.812,28.1342,31.4479,31.4479,32.54872853,41.75,42.75,42.25,27.8479,27.8923,1618505450,29.2419,-9999,0.283104721,4.344775356,0.0999002,2021-08-06-_HF-ACRU1
HF_HFPR_08-09-2021_ACRU_2_19.2,0,-2.197656456,8/9/2021,15:48:48,1618602529,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,-2.197656456,0,401.2850026,1.42,0.00380765,988.2050431,29.9359,399.865,0.198,318,0.16,1.42,400.026,400,401.285,1618600634,0,1.000389371,0.038937091,7.31538451,3.058461607,18,0.000245381,85.4936859,1038.4,0.245381093,1.29,2.3748,0,26.47,25.5228,0,51384.9055,10013.8,1000,752.371,1076.49,2.237268163,0.005532784,0.003453927,0.005525194,0.637044,0.006,1,0.12,31.6,0.004,0.493775,0.640852,1618600635,-10.82130622,10,1,1.42,0.0038,8.760127208,14,98.3564,1.96,39.50909157,97.29514757,-9999,0,0,0,0,2.658,0,0,1.395403428,87.55486491,99.8322,99.8724,4.521703421,4.337947123,31.0401,30.0002,42.625,39.5,29.1786,30.3142,30.3142,30.95856936,38.25,40.75,41.75,28.8847,28.9196,1618520166,30.2588,-9999,0.063096005,4.274851119,0.100037,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,10.1706,-1.485598758,8/9/2021,15:41:35,1618602095,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,-1.485598758,0.842979351,400.7710017,1.42,0.00380765,661.2074529,29.9275,399.351,0.198,318,0.16,1.42,399.966,400,400.771,1618600634,0.165350147,1.000427896,0.042789602,-0.331584614,-3.669461501,18,0.000357452,98.33634573,605,0.357452091,2.3847,2.3371,0.099781,138.908,137.67936,0.900219,51436.36019,10035,1000.03,752.452,1075.74,2.24062613,0.007974239,0.004975477,0.007958506,0.710021,0.006,1,0.12,24.3,0.004,0.499608,0.713828,1618600635,-15.76363719,11,1,1.42,0.0038,10.23639836,12,98.3649,85.5299,39.46186438,65.10570556,-0.173275842,1.01,9.16,8.573605788,8.573605788,2.658,10.1706,1.68171021,1.524767493,102.1818743,99.8332,99.8579,4.60968516,4.392561544,31.3786,30.0002,43.875,40.875,29.1711,30.5327,30.5327,31.27267975,39.75,42.25,42.875,28.8724,28.9087,1618519732,30.4015,-9999,0.070286981,4.322274563,0.0999695,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,24.9885,-0.751155722,8/9/2021,15:40:23,1618602023,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,-0.751155722,0.842977191,400.3440009,1.42,0.00380765,476.4074397,29.9245,398.924,0.198,318,0.16,1.42,400.014,400,400.344,1618600634,0.165345978,1.0004667,0.046669997,0.868938451,-5.591153831,18,0.000501622,100.1585557,533,0.501621783,2.4352,2.316148,0.0990842,288.714,289.45756,0.900916,51448.90134,10040.6,999.971,752.545,1074.25,2.241392288,0.01120159,0.006984392,0.011170582,0.79822,0.006,1,0.12,23.1,0.004,0.501428,0.802028,1618600635,-22.12152065,12,1,1.42,0.0038,10.75965022,11,98.3594,210.183,39.41757267,46.9067223,-0.035659395,2.48,22.51,21.06473553,21.06473553,2.658,24.9885,4.131747981,1.706120448,107.3886782,99.8305,99.8459,4.628458716,4.399779476,31.4501,30.0001,44.125,41.125,29.1661,30.5614,30.5614,31.31483678,40.062,42.562,43.062,28.8699,28.9048,1618519660,30.4194,-9999,0.078967081,4.320812395,0.0998565,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,50.0193,0.14491685,8/9/2021,15:39:25,1618601965,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,0.14491685,0.842986805,399.7359998,1.42,0.00380765,358.139102,29.9238,398.316,0.198,318,0.16,1.42,399.995,400,399.736,1618600634,0.165364534,1.000429644,0.042964443,0.692909406,-5.318564122,18,0.000717547,101.9961933,475,0.71754688,2.6207,2.362538462,0.099636,544.285,544.7643846,0.900364,51227.13214,9997.5,1000.04,752.511,1075.26,2.234829839,0.01608771,0.010020514,0.016023648,0.930015,0.006,1,0.12,22.2,0.004,0.503898,0.933822,1618600635,-31.64381742,11,1,1.42,0.0038,11.45083219,10,98.3593,420.656,39.3576736,35.26207769,0.003436849,4.98,45.04,42.16560991,42.16560991,2.658,50.0193,8.271418245,1.979796811,113.9177603,99.8324,99.831,4.644079425,4.400408705,31.5094,30,44.312,41.437,29.1635,30.5639,30.5639,31.33320609,40.375,42.875,43.187,28.8675,28.9048,1618519602,30.4315,-9999,0.091943336,4.308465368,0.0998671,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,99.935,1.985216346,8/9/2021,15:37:40,1618601860,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,1.985216346,0.843004803,398.5509977,1.42,0.00380765,255.2358427,29.9188,397.131,0.198,318,0.16,1.42,400.023,400,398.551,1618600634,0.16539927,1.000468041,0.046804099,-0.021492302,-27.7292308,18,0.001177247,105.7673731,370,1.177246865,2.2889,2.350152,0.10016,1079.82,1083.2312,0.89984,51301.56049,10017.5,1000.06,752.401,1074.14,2.237811348,0.026609333,0.016537334,0.026434797,1.20717,0.006,1,0.12,20.4,0.004,0.50585,1.21097,1618600635,-51.91658673,12,1,1.42,0.0038,12.88514167,9,98.3551,840.312,39.23940424,25.12928701,0.023564606,10.01,89.93,84.24568498,84.24568498,2.658,99.935,16.529176,2.548611629,128.2696421,99.8322,99.8064,4.678086288,4.403127874,31.6379,30.0001,44.562,42,29.1586,30.5747,30.5747,31.37148415,41.062,43.375,43.437,28.865,28.9022,1618519497,30.4446,-9999,0.119226251,4.283901622,0.100065,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,199.788,3.319486468,8/9/2021,15:37:01,1618601821,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,3.319486468,0.8430003,397.7079961,1.42,0.00380765,191.6068315,29.9196,396.288,0.198,318,0.16,1.42,400.006,400,397.708,1618600634,0.16539058,1.000429852,0.042985174,0.211709406,-17.1022223,18,0.001286243,108.2611328,331,1.286243037,2.3845,2.339442308,0.100027,2189.75,2192.420769,0.899973,51202.43692,10000,999.898,752.603,1075.94,2.235110155,0.028888459,0.01794501,0.028682622,1.27359,0.006,1,0.12,19.8,0.004,0.506883,1.27739,1618600635,-56.72331795,11,1,1.42,0.0038,12.06873513,8,98.3528,1680,39.15540551,18.86420001,0.019709417,19.98,179.8,168.421344,168.421344,2.658,199.788,33.04305312,2.67747756,119.8726625,99.8309,99.8011,4.697048836,4.438432992,31.7092,30.0001,44.625,42.25,29.156,30.7144,30.7144,31.53073781,41.375,43.562,43.5,28.865,28.9004,1618519458,30.4453,-9999,0.125762429,4.312670563,0.0998484,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,299.989,3.959911248,8/9/2021,15:36:27,1618601787,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,3.959911248,0.8429991,397.2729953,1.42,0.00380765,165.3074461,29.9177,395.853,0.198,318,0.16,1.42,399.97,400,397.273,1618600634,0.165388263,1.000431059,0.043105882,0.542907688,9.313076908,18,0.001351765,111.0893264,297,1.35176496,2.4457,2.357744,0.0999767,3350.06,3348.0252,0.900023,51059.11788,9973.12,1000.05,752.704,1076.02,2.231010399,0.030128726,0.018710319,0.029904501,1.31426,0.006,1,0.12,19.2,0.004,0.50847,1.31807,1618600635,-59.61283474,11,1,1.42,0.0038,11.10508558,7,98.3528,2522.62,39.11260709,16.27496776,0.015658603,29.99,270,252.890457,252.890457,2.658,299.989,49.61465961,2.752238961,109.9824159,99.8316,99.7996,4.714982198,4.476002283,31.7764,30.0001,44.687,42.437,29.156,30.862,30.862,31.70092937,41.687,43.687,43.5,28.865,28.8998,1618519424,30.4431,-9999,0.129767577,4.346234706,0.0999203,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,499.981,4.479507186,8/9/2021,15:35:54,1618601754,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,4.479507186,0.842400096,396.9599947,1.42,0.00380765,143.3714726,29.9164,395.54,0.198,318,0.16,1.42,399.982,400,396.96,1618600634,0.164232185,1.000470146,0.047014644,0.87260171,19.04170937,18,0.001409122,111.9460734,264,1.409122452,2.6098,2.365269231,0.0800071,5411.03,5411.124231,0.919993,51071.92478,9978.75,1000.02,752.577,1075.1,2.231846419,0.030866772,0.019165709,0.030631561,1.34843,0.006,1,0.12,18.7,0.004,0.508324,1.35224,1618600635,-62.14230011,12,1,1.42,0.0038,8.446963586,6,98.3513,4228.77,39.08127953,14.11512664,0.01063551,40,459.98,421.1840424,421.1840424,2.658,499.981,82.11297223,2.810141402,83.52843773,99.8326,99.7976,4.737482711,4.554306416,31.8604,30,44.687,42.562,29.156,31.1662,31.1662,32.01108469,41.937,43.812,43.562,28.865,28.8998,1618519391,30.4374,-9999,0.133129963,4.421176453,0.100131,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,750.023,4.691158291,8/9/2021,15:35:23,1618601723,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,4.691158291,0.841589536,396.8349945,1.42,0.00380765,136.1827962,29.9151,395.415,0.198,318,0.16,1.42,399.996,400,396.835,1618600634,0.162667805,1.000430298,0.043029777,-0.478200002,21.62615383,18,0.001459796,116.3179331,233,1.459795975,2.182,2.40764,0.0529796,7192.83,7190.0064,0.94702,51149.38502,9996.88,1000.02,752.401,1075.19,2.234609843,0.031392876,0.019490367,0.03114991,1.37923,0.006,1,0.12,18.1,0.004,0.508768,1.38304,1618600635,-64.37700252,11,1,1.42,0.0038,5.393401021,5,98.3512,6393.14,39.06888339,13.40736039,0.007431991,39.74,710.29,631.2115089,631.2115089,2.61665,750.023,122.0045953,2.862994798,53.29693927,99.8334,99.7937,4.755927418,4.638068063,31.929,30.0001,44.687,42.687,29.156,31.4866,31.4866,32.36330219,42.125,43.812,43.5,28.865,28.9022,1618519360,30.4284,-9999,0.136161955,4.501906108,0.100005,2021-08-09-HF_ACRU2
HF_HFPR_08-09-2021_ACRU_2_19.2,1000.05,4.931162661,8/9/2021,15:34:37,1618601678,LRC,HF_2021,MA,HF,ACRU,2,HFPR,Broadleaf,19.2024,42.3,4.931162661,0.84119964,396.6459942,1.42,0.00380765,133.8147349,29.9142,395.226,0.198,318,0.16,1.42,399.972,400,396.646,1618600634,0.161915305,1.000430918,0.043091776,0.050930775,-11.96769235,18,0.001548345,120.7806746,187.5,1.548345408,2.3707,2.352688,0.0399836,9093.05,9093.7812,0.960016,51075.82521,9984.38,999.973,752.561,1075.56,2.232666651,0.032745444,0.020324184,0.032480959,1.43227,0.006,1,0.12,17.4,0.004,0.508782,1.43608,1618600635,-68.28203251,11,1,1.42,0.0038,2.500073887,4,98.3488,8556.09,39.04936102,13.17391319,0.005861767,39.99,960.06,841.2417,841.2417,2.59893,1000.05,161.923401,2.961735055,24.63923226,99.8303,99.7864,4.773569911,4.718538567,31.9944,30.0001,44.625,42.75,29.1567,31.7897,31.7897,32.70063064,42.375,43.875,43.5,28.8675,28.9036,1618519315,30.4109,-9999,0.141380493,4.577158074,0.100098,2021-08-09-HF_ACRU2
